8.393073678016662598e-01,3.190367817878723145e-01,2.978373169898986816e-01,4.325286149978637695e-01,1.142673194408416748e-01,-5.699910596013069153e-02,-7.779656350612640381e-02,-8.694628626108169556e-02,-1.474483460187911987e-01,1.099031344056129456e-01,-1.749707907438278198e-01,-2.665276527404785156e-01,-2.500242739915847778e-02,-3.807497769594192505e-02,-1.201658975332975388e-02
9.956910014152526855e-01,3.639211356639862061e-01,5.022397637367248535e-01,3.929818868637084961e-01,4.769700169563293457e-01,2.280290722846984863e-01,7.328021526336669922e-02,3.789413273334503174e-01,2.421085238456726074e-01,3.123230487108230591e-02,2.404703646898269653e-01,2.256415337324142456e-01,6.020669937133789062e-01,3.587849438190460205e-01,4.082401692867279053e-01
9.872245788574218750e-01,2.101190388202667236e-01,-1.729553192853927612e-01,-2.624735236167907715e-01,3.105752170085906982e-01,3.145645558834075928e-01,-2.520943805575370789e-02,2.351762801408767700e-01,9.710482507944107056e-02,-2.828501164913177490e-01,1.743658259510993958e-02,2.104337885975837708e-02,-4.309467673301696777e-01,-2.111222594976425171e-02,-1.923929601907730103e-01
6.444041728973388672e-01,-6.422941684722900391e-01,-8.474113941192626953e-01,-6.806626915931701660e-01,-4.417047500610351562e-01,5.499178767204284668e-01,2.229089587926864624e-01,4.028106927871704102e-01,2.987611591815948486e-01,-3.400126099586486816e-01,4.068173170089721680e-01,6.387448310852050781e-01,-7.790049314498901367e-01,4.663702547550201416e-01,1.489541530609130859e-01
3.346937894821166992e-02,2.834089696407318115e-01,-4.824800789356231689e-01,6.868731975555419922e-02,2.312171459197998047e-02,3.489464521408081055e-01,8.422901481389999390e-02,4.318049848079681396e-01,-1.731725595891475677e-02,-2.528538107872009277e-01,1.032817885279655457e-01,3.098986744880676270e-01,-6.544076204299926758e-01,9.954904019832611084e-02,-1.693267077207565308e-01
-4.713398218154907227e-01,8.471000194549560547e-01,4.179312288761138916e-01,7.823903560638427734e-01,6.068698167800903320e-01,6.809191778302192688e-03,-9.852366149425506592e-02,2.960135936737060547e-01,-2.656424641609191895e-01,-1.558075398206710815e-01,-3.368933498859405518e-01,-1.974039673805236816e-01,-6.358232498168945312e-01,-2.457888126373291016e-01,-3.692489564418792725e-01
-6.275527477264404297e-01,9.270899891853332520e-01,8.336156606674194336e-01,8.761827349662780762e-01,8.530381917953491211e-01,-2.049595713615417480e-01,2.002310305833816528e-01,4.786967337131500244e-01,6.044536828994750977e-02,-2.296167761087417603e-01,-4.245344698429107666e-01,-1.236094236373901367e-01,-3.923441767692565918e-01,1.284245699644088745e-01,-1.156666427850723267e-01
-5.363671183586120605e-01,7.783593535423278809e-01,8.632227182388305664e-01,5.549318790435791016e-01,8.225160241127014160e-01,-6.712655723094940186e-02,5.718955397605895996e-01,7.121917605400085449e-01,5.836529731750488281e-01,-3.871428966522216797e-01,2.900534495711326599e-02,4.005773961544036865e-01,4.192083179950714111e-01,7.159073948860168457e-01,3.420034646987915039e-01
-9.107812643051147461e-01,-3.193609416484832764e-01,-1.951479911804199219e-01,-7.295146584510803223e-01,-4.302498996257781982e-01,-3.652554452419281006e-01,-2.985679358243942261e-02,2.488004416227340698e-02,-6.169668957591056824e-02,-6.215501427650451660e-01,-6.697258353233337402e-01,-3.929729461669921875e-01,-5.424924492835998535e-01,-1.484177112579345703e-01,-4.617468714714050293e-01
-9.709468483924865723e-01,-7.397252321243286133e-01,-4.966627955436706543e-01,-8.922855257987976074e-01,-5.757914781570434570e-01,2.028298676013946533e-01,-5.195328593254089355e-02,3.948287665843963623e-01,4.628058969974517822e-01,-5.770894885063171387e-01,1.425554454326629639e-01,4.958615601062774658e-01,-2.153742015361785889e-01,4.845978915691375732e-01,2.584137618541717529e-01
-9.912743568420410156e-01,-4.985431730747222900e-01,-2.050927430391311646e-01,-7.990242838859558105e-01,-5.933756232261657715e-01,2.752332985401153564e-01,-1.486366689205169678e-01,4.753746092319488525e-01,4.053522944450378418e-01,-5.744714140892028809e-01,3.056254424154758453e-02,3.124755322933197021e-01,-1.943296045064926147e-01,3.867804706096649170e-01,2.414700686931610107e-01
-9.887433052062988281e-01,-2.534603700041770935e-02,2.836145460605621338e-01,-3.271364569664001465e-01,-6.254491806030273438e-01,3.363402783870697021e-01,-2.963207960128784180e-01,4.615192711353302002e-01,1.908665001392364502e-01,-5.432568788528442383e-01,-2.253313511610031128e-01,-1.856055259704589844e-01,-2.710799872875213623e-01,9.801308065652847290e-02,3.025509417057037354e-01
-9.632300138473510742e-01,2.734778225421905518e-01,6.907334327697753906e-01,2.457129303365945816e-03,-6.693786382675170898e-01,2.460160553455352783e-01,-3.395606279373168945e-01,4.871758818626403809e-01,1.854341924190521240e-01,-5.623176693916320801e-01,-3.529812395572662354e-01,-5.317134857177734375e-01,-5.358400940895080566e-01,-3.655289113521575928e-02,4.927928149700164795e-01
-8.500106334686279297e-01,4.529096484184265137e-01,9.060176014900207520e-01,-2.771592438220977783e-01,-5.458116531372070312e-01,2.416145056486129761e-01,1.354569345712661743e-01,7.361369132995605469e-01,6.031587719917297363e-01,-6.486231088638305664e-01,-5.451289191842079163e-02,-2.195086330175399780e-01,-5.980092883110046387e-01,5.307686328887939453e-01,6.293238997459411621e-01
-9.487215280532836914e-01,4.209685921669006348e-01,7.455753684043884277e-01,-4.217876493930816650e-01,-6.478988528251647949e-01,-9.845070540904998779e-02,1.354030221700668335e-01,5.051376819610595703e-01,3.008230924606323242e-01,-5.668390989303588867e-01,-5.500493645668029785e-01,-4.830333292484283447e-01,-9.282149076461791992e-01,3.142622411251068115e-01,8.937501162290573120e-02
-9.771008491516113281e-01,4.767110943794250488e-01,3.366962075233459473e-01,-4.250533878803253174e-01,-7.099718451499938965e-01,-2.554443180561065674e-01,8.666554093360900879e-02,4.517115652561187744e-01,1.820838600397109985e-01,-5.293701291084289551e-01,-3.914009928703308105e-01,-3.773938417434692383e-01,-8.682855963706970215e-01,3.161071538925170898e-01,3.151658177375793457e-01
-9.872012734413146973e-01,5.586817860603332520e-01,3.085914254188537598e-01,-1.207208558917045593e-01,-6.718879938125610352e-01,-3.791140019893646240e-01,-1.076328917406499386e-03,3.221428990364074707e-01,4.397821798920631409e-02,-4.168314039707183838e-01,-4.005561172962188721e-01,-5.207968354225158691e-01,-6.601207852363586426e-01,6.204929202795028687e-02,1.153490394353866577e-01
-9.685748219490051270e-01,1.873923987150192261e-01,3.628442883491516113e-01,-5.373651534318923950e-02,-6.080864667892456055e-01,-8.541657775640487671e-02,1.304385513067245483e-01,4.584429860115051270e-01,4.218635559082031250e-01,-3.529860973358154297e-01,9.517880156636238098e-03,-3.100642859935760498e-01,2.879718244075775146e-01,2.412775158882141113e-01,1.417166590690612793e-01
-9.684200882911682129e-01,-3.913713097572326660e-01,2.641895711421966553e-01,-3.577914834022521973e-01,-7.518045306205749512e-01,1.245315968990325928e-01,-5.544060096144676208e-02,4.381381273269653320e-01,5.548483133316040039e-01,-3.885170519351959229e-01,1.949496567249298096e-02,-2.682092785835266113e-01,6.707305908203125000e-01,1.490027904510498047e-01,-3.860298916697502136e-02
-9.852821826934814453e-01,-5.251767039299011230e-01,2.366981357336044312e-01,-4.490871727466583252e-01,-7.780901789665222168e-01,3.477874100208282471e-01,-2.638981938362121582e-01,4.416546225547790527e-01,6.612014174461364746e-01,-4.078738391399383545e-01,6.227667443454265594e-03,-1.612519025802612305e-01,7.171496152877807617e-01,7.108166068792343140e-02,-3.067332506179809570e-02
-9.899353981018066406e-01,-2.935027778148651123e-01,5.253406167030334473e-01,-2.144943326711654663e-01,-7.615973949432373047e-01,4.681574702262878418e-01,-4.032632708549499512e-01,4.550184011459350586e-01,6.588236093521118164e-01,-4.301986098289489746e-01,-7.468167692422866821e-02,-3.611366748809814453e-01,5.087166428565979004e-01,-1.039233878254890442e-01,1.258338391780853271e-01
-9.864482879638671875e-01,1.191581264138221741e-01,8.162413239479064941e-01,5.155398696660995483e-02,-7.169229984283447266e-01,4.276776313781738281e-01,-4.507257044315338135e-01,4.193143546581268311e-01,5.894417762756347656e-01,-5.032319426536560059e-01,-2.491533607244491577e-01,-6.597620844841003418e-01,-1.874073594808578491e-01,-2.196543812751770020e-01,3.239169716835021973e-01
-9.635989665985107422e-01,4.617703258991241455e-01,9.369022250175476074e-01,-1.965112537145614624e-01,-5.331451296806335449e-01,1.855447143316268921e-01,-2.056992352008819580e-01,5.496136546134948730e-01,5.868951678276062012e-01,-5.426510572433471680e-01,-3.456893861293792725e-01,-6.948425173759460449e-01,-7.610106468200683594e-01,-6.921754218637943268e-03,4.260618686676025391e-01
-9.405054450035095215e-01,5.967581272125244141e-01,8.808967471122741699e-01,-6.002402901649475098e-01,-3.099906146526336670e-01,-2.079376876354217529e-01,1.730887591838836670e-01,7.062033414840698242e-01,5.012205839157104492e-01,-5.772486329078674316e-01,-4.942064285278320312e-01,-5.230233073234558105e-01,-9.026984572410583496e-01,3.827466368675231934e-01,1.626143157482147217e-01
